City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,date
Cadillac,90,US,1612058343,63,44.2519,-85.4012,23.0,13.8,2021-01-31 01:59:03
Mossamedes,97,AO,1612058343,75,-15.1961,12.1522,72.9,4.92,2021-01-31 01:59:03
Hobart,75,AU,1612058344,45,-42.8794,147.3294,73.99,14.97,2021-01-31 01:59:04
Sakakah,0,SA,1612058344,60,29.9697,40.2064,41.0,8.05,2021-01-31 01:59:04
Sitka,75,US,1612058344,56,57.0531,-135.33,41.0,9.22,2021-01-31 01:59:04
Port Alfred,0,ZA,1612058344,92,-33.5906,26.891,63.0,1.97,2021-01-31 01:59:04
Vaini,75,TO,1612058345,79,-21.2,-175.2,86.0,13.8,2021-01-31 01:59:05
Vaxjo,75,SE,1612058345,92,56.8777,14.8091,16.0,4.61,2021-01-31 01:59:05
Alofi,100,NU,1612058345,78,-19.0595,-169.9187,82.4,9.22,2021-01-31 01:59:05
Hamilton,90,US,1612058131,93,39.1834,-84.5333,32.0,5.75,2021-01-31 01:55:31
Bredasdorp,0,ZA,1612058345,87,-34.5322,20.0403,63.0,6.58,2021-01-31 01:59:05
Nanjing,98,CN,1612058346,71,32.0617,118.7778,54.0,2.24,2021-01-31 01:59:06
Bumba,94,CD,1612058346,54,2.1833,22.4667,69.19,0.67,2021-01-31 01:59:06
Batagay-Alyta,89,RU,1612058346,81,67.8006,130.4114,-34.8,2.64,2021-01-31 01:59:06
Busselton,0,AU,1612058346,46,-33.65,115.3333,82.99,1.99,2021-01-31 01:59:06
Khatanga,38,RU,1612058346,78,71.9667,102.5,-46.95,1.79,2021-01-31 01:59:06
Butaritari,62,KI,1612058347,79,3.0707,172.7902,81.21,18.5,2021-01-31 01:59:07
Salinas,75,US,1612058190,67,36.6777,-121.6555,55.4,8.05,2021-01-31 01:56:30
Mandalgovi,59,MN,1612058347,80,45.7625,106.2708,6.96,26.28,2021-01-31 01:59:07
Shenkursk,98,RU,1612058347,96,62.1091,42.896,16.02,7.2,2021-01-31 01:59:07
Ancud,0,CL,1612058348,76,-41.8697,-73.8203,55.0,5.75,2021-01-31 01:59:08
Constitución,28,CL,1612058173,93,-35.3333,-72.4167,59.31,8.03,2021-01-31 01:56:13
Ostrovnoy,100,RU,1612058348,95,68.0531,39.5131,14.92,7.61,2021-01-31 01:59:08
Provideniya,99,RU,1612058348,83,64.3833,-173.3,-9.27,14.58,2021-01-31 01:59:08
Klaksvík,43,FO,1612058348,55,62.2266,-6.589,32.0,26.46,2021-01-31 01:59:08
Punta Arenas,0,CL,1612058349,66,-53.15,-70.9167,50.0,12.66,2021-01-31 01:59:09
Bengkulu,100,ID,1612058349,91,-3.8004,102.2655,74.19,6.87,2021-01-31 01:59:09
Faanui,54,PF,1612058349,69,-16.4833,-151.75,82.06,8.84,2021-01-31 01:59:09
Noumea,90,NC,1612058349,78,-22.2763,166.4572,81.0,19.57,2021-01-31 01:59:09
Flinders,97,AU,1612058350,95,-34.5833,150.8552,69.01,1.01,2021-01-31 01:59:10
Waipawa,0,NZ,1612058350,67,-41.4122,175.5153,69.01,14.97,2021-01-31 01:59:10
Kaitangata,100,NZ,1612058350,75,-46.2817,169.8464,61.0,15.99,2021-01-31 01:59:10
Kushiro,20,JP,1612058350,58,42.975,144.3747,24.8,3.44,2021-01-31 01:59:10
Necochea,89,AR,1612058351,70,-38.5473,-58.7368,57.99,11.52,2021-01-31 01:59:11
Santa Cruz de la Sierra,100,BO,1612058351,79,-17.8,-63.1667,76.77,15.55,2021-01-31 01:59:11
Chancay,0,PE,1612058222,73,-11.5714,-77.2672,75.99,11.5,2021-01-31 01:57:02
Bangassou,85,CF,1612058351,37,4.7413,22.8184,65.44,2.19,2021-01-31 01:59:11
Quatre Cocos,40,MU,1612058351,83,-20.2078,57.7625,78.8,6.91,2021-01-31 01:59:11
Igbo-Ora,1,NG,1612058352,86,7.4333,3.2833,77.25,4.63,2021-01-31 01:59:12
Juneau,75,US,1612058352,80,58.3019,-134.4197,32.0,5.32,2021-01-31 01:59:12
Hilo,75,US,1612058352,57,19.7297,-155.09,80.6,8.05,2021-01-31 01:59:12
Edd,8,ER,1612058352,82,13.9297,41.6925,69.98,0.72,2021-01-31 01:59:12
Ossora,100,RU,1612058353,91,59.2353,163.0719,-1.05,22.35,2021-01-31 01:59:13
Yārāda,40,IN,1612058353,100,17.65,83.2667,71.6,2.3,2021-01-31 01:59:13
Fortuna,75,US,1612058353,87,40.5982,-124.1573,53.01,19.57,2021-01-31 01:59:13
Jalu,0,LY,1612058353,45,29.0331,21.5482,58.23,11.07,2021-01-31 01:59:13
Port Elizabeth,0,ZA,1612058353,88,-33.918,25.5701,62.6,6.91,2021-01-31 01:59:13
Governador Valadares,76,BR,1612058354,80,-18.8511,-41.9494,70.93,3.04,2021-01-31 01:59:14
Dunedin,100,NZ,1612058354,74,-45.8742,170.5036,60.01,27.0,2021-01-31 01:59:14
Tiksi,100,RU,1612058354,86,71.6872,128.8694,-27.26,4.83,2021-01-31 01:59:14
Aginskoye,100,RU,1612058354,85,51.1,114.53,-16.49,4.25,2021-01-31 01:59:14
Lufilufi,75,WS,1612058354,79,-13.8745,-171.5986,87.8,14.97,2021-01-31 01:59:14
Campbell River,90,CA,1612058265,93,50.0163,-125.2446,44.01,11.5,2021-01-31 01:57:45
Cabo San Lucas,20,MX,1612058092,77,22.8909,-109.9124,68.0,3.44,2021-01-31 01:54:52
Acarí,100,PE,1612058355,59,-15.4311,-74.6158,73.62,4.5,2021-01-31 01:59:15
Fairmont,100,US,1612058355,57,39.4851,-80.1426,30.99,4.61,2021-01-31 01:59:15
Sunrise Manor,1,US,1612058356,43,36.2111,-115.0731,53.6,8.05,2021-01-31 01:59:16
Huarmey,51,PE,1612058356,78,-10.0681,-78.1522,70.88,7.09,2021-01-31 01:59:16
Matagami,90,CA,1612058356,84,49.7502,-77.6328,-2.2,4.61,2021-01-31 01:59:16
Sola,75,VU,1612058356,70,-13.8833,167.55,87.8,6.91,2021-01-31 01:59:16
Lebu,1,CL,1612058357,87,-37.6167,-73.65,55.94,12.88,2021-01-31 01:59:17
São Filipe,100,CV,1612058357,60,14.8961,-24.4956,74.35,9.86,2021-01-31 01:59:17
Castro,100,BR,1612058116,97,-24.7911,-50.0119,65.52,6.42,2021-01-31 01:55:16
New Norfolk,6,AU,1612058357,37,-42.7826,147.0587,73.99,3.0,2021-01-31 01:59:17
Goderich,100,CA,1612058357,85,43.7501,-81.7165,12.2,3.44,2021-01-31 01:59:17
Khandyga,74,RU,1612058358,76,62.6667,135.6,-45.99,0.76,2021-01-31 01:59:18
Kahului,33,US,1612058358,80,20.8947,-156.47,73.0,14.0,2021-01-31 01:59:18
Arraial do Cabo,0,BR,1612058358,83,-22.9661,-42.0278,76.82,26.04,2021-01-31 01:59:18
Rundu,100,NA,1612058358,97,-17.9333,19.7667,67.08,4.27,2021-01-31 01:59:18
Waliso,50,ET,1612058359,41,8.5333,37.9833,55.8,11.72,2021-01-31 01:59:19
Maţāy,0,EG,1612058359,54,28.419,30.7792,46.15,3.96,2021-01-31 01:59:19
Mahébourg,40,MU,1612058359,83,-20.4081,57.7,78.8,6.91,2021-01-31 01:59:19
Mar del Plata,75,AR,1612058350,55,-38.0023,-57.5575,62.6,20.71,2021-01-31 01:59:10
Baruun-Urt,100,MN,1612058360,95,46.6806,113.2792,7.43,2.44,2021-01-31 01:59:20
Lexington,90,US,1612058277,86,37.9887,-84.4777,35.01,13.8,2021-01-31 01:57:57
Doha,0,QA,1612058123,59,25.2867,51.5333,64.4,13.8,2021-01-31 01:55:23
Verāval,0,IN,1612058361,32,20.9,70.3667,65.34,13.42,2021-01-31 01:59:21
Kondinskoye,100,RU,1612058361,97,59.6481,67.41,14.32,9.48,2021-01-31 01:59:21
Yulara,40,AU,1612058361,20,-25.2406,130.9889,89.6,17.27,2021-01-31 01:59:21
Tuatapere,100,NZ,1612058361,46,-46.1333,167.6833,67.1,2.01,2021-01-31 01:59:21
Comodoro Rivadavia,0,AR,1612058362,62,-45.8667,-67.5,57.2,6.91,2021-01-31 01:59:22
Leeton,0,AU,1612058362,34,-34.5667,146.4,81.0,5.75,2021-01-31 01:59:22
Ubari,0,LY,1612058362,41,26.5921,12.7805,54.9,8.1,2021-01-31 01:59:22
Ulaangom,0,MN,1612058362,85,49.9811,92.0667,-7.1,1.28,2021-01-31 01:59:22
Severo-Kuril'sk,100,RU,1612058362,95,50.6789,156.125,25.61,31.52,2021-01-31 01:59:22
Arkhara,14,RU,1612058363,85,49.4212,130.0842,-20.87,3.65,2021-01-31 01:59:23
Atambua,100,ID,1612058363,93,-9.1061,124.8925,74.77,6.51,2021-01-31 01:59:23
Danielskuil,0,ZA,1612058363,50,-28.1887,23.5395,66.92,5.39,2021-01-31 01:59:23
Harper,30,LR,1612058363,88,4.375,-7.7169,78.51,8.21,2021-01-31 01:59:23
Galle,91,LK,1612058363,85,6.0367,80.217,77.76,5.03,2021-01-31 01:59:23
Independence,90,US,1612058100,100,39.0911,-94.4155,46.4,13.8,2021-01-31 01:55:00
Maniitsoq,0,GL,1612058364,76,65.4167,-52.9,11.79,6.73,2021-01-31 01:59:24
Lorengau,100,PG,1612058364,82,-2.0226,147.2712,82.45,12.1,2021-01-31 01:59:24
Sili,74,CN,1612058364,61,28.4,117.1667,57.47,2.66,2021-01-31 01:59:24
Kelamangalam,20,IN,1612058364,100,12.6,77.85,62.6,3.87,2021-01-31 01:59:24
Marawi,56,PH,1612058365,83,7.9986,124.2928,81.0,4.0,2021-01-31 01:59:25
Anloga,40,GH,1612058365,83,5.7947,0.8973,82.4,4.61,2021-01-31 01:59:25
Husavik,90,IS,1612058365,79,66.0449,-17.3389,14.0,4.61,2021-01-31 01:59:25
Dikson,0,RU,1612058365,80,73.5069,80.5464,-34.1,6.55,2021-01-31 01:59:25
Hong Kong,0,HK,1612058175,61,22.2855,114.1577,66.99,1.01,2021-01-31 01:56:15
Cayenne,75,GF,1612058366,89,4.9333,-52.3333,80.6,9.22,2021-01-31 01:59:26
Cidreira,99,BR,1612058366,89,-30.1811,-50.2056,75.79,9.6,2021-01-31 01:59:26
Altamira,42,BR,1612058366,97,-3.2033,-52.2064,72.66,2.59,2021-01-31 01:59:26
Province of Mantua,90,IT,1612058366,100,45.1667,10.7833,39.99,3.44,2021-01-31 01:59:26
Strezhevoy,90,RU,1612058367,76,60.7333,77.5889,-20.2,15.66,2021-01-31 01:59:27
Lucea,20,JM,1612058367,73,18.451,-78.1736,77.0,11.5,2021-01-31 01:59:27
Parāsia,0,IN,1612058294,37,22.2,78.7667,51.8,4.34,2021-01-31 01:58:14
Zhaoqing,0,CN,1612058246,99,23.0512,112.4597,64.99,3.24,2021-01-31 01:57:26
Muros,100,ES,1612058368,89,42.7762,-9.0603,55.99,8.01,2021-01-31 01:59:28
Geraldton,0,AU,1612058368,22,-28.7667,114.6,98.6,12.66,2021-01-31 01:59:28
Westport,1,US,1612058368,42,41.1415,-73.3579,24.8,4.61,2021-01-31 01:59:28
Cotonou,40,BJ,1612058368,89,6.3654,2.4183,82.4,11.5,2021-01-31 01:59:28
Hua Hin,0,TH,1612058368,73,12.5707,99.9588,75.2,3.44,2021-01-31 01:59:28
Fonte Boa,0,BR,1612058369,89,-2.4959,-66.2662,75.63,2.73,2021-01-31 01:59:29
Torbay,90,CA,1612058318,100,47.6666,-52.7314,28.99,4.61,2021-01-31 01:58:38
Petropavlovsk-Kamchatskiy,100,RU,1612058369,47,53.0452,158.6483,30.2,17.9,2021-01-31 01:59:29
Boysun,100,UZ,1612058369,57,38.2061,67.1986,44.11,5.75,2021-01-31 01:59:29
Yurino,40,RU,1612058370,93,56.2942,46.3039,19.4,8.95,2021-01-31 01:59:30
Nefteyugansk,90,RU,1612058358,84,61.0998,72.6035,-9.4,11.18,2021-01-31 01:59:18
Tevaitoa,9,PF,1612058370,69,-16.7833,-151.5,81.68,7.72,2021-01-31 01:59:30
Kidal,0,ML,1612058370,25,18.4411,1.4078,63.05,8.48,2021-01-31 01:59:30
Nikolskoye,75,RU,1612058371,93,59.7035,30.7861,25.0,4.47,2021-01-31 01:59:31
Saint Paul Harbor,1,US,1612058371,55,57.79,-152.4072,32.0,19.57,2021-01-31 01:59:31
Talnakh,0,RU,1612058371,71,69.4865,88.3972,-31.25,7.18,2021-01-31 01:59:31
Tautira,75,PF,1612058371,65,-17.7333,-149.15,84.2,4.61,2021-01-31 01:59:31
Hofn,0,IS,1612058371,83,64.2539,-15.2082,22.87,14.81,2021-01-31 01:59:31
Sánchez,57,DO,1612058372,78,19.2281,-69.6137,71.74,9.86,2021-01-31 01:59:32
Longyearbyen,20,SJ,1612058372,59,78.2186,15.6401,-5.8,20.71,2021-01-31 01:59:32
Ilulissat,90,GL,1612058372,66,69.2167,-51.1,6.8,6.91,2021-01-31 01:59:32
Bethel,1,US,1612058372,53,41.3712,-73.414,19.0,6.15,2021-01-31 01:59:32
Mahibadhoo,4,MV,1612058372,74,3.7833,72.9667,81.23,12.01,2021-01-31 01:59:32
Cherskiy,0,RU,1612058373,83,68.75,161.3,-34.73,1.45,2021-01-31 01:59:33
Kloulklubed,75,PW,1612058373,66,7.0419,134.2556,86.0,13.8,2021-01-31 01:59:33
Ivdel',100,RU,1612058373,89,60.6911,60.4206,-9.56,1.34,2021-01-31 01:59:33
Qaanaaq,99,GL,1612058373,75,77.484,-69.3632,-5.31,2.66,2021-01-31 01:59:33
Vammala,90,FI,1612058373,85,61.3333,22.9,14.0,5.75,2021-01-31 01:59:33
Mount Gambier,90,AU,1612058374,49,-37.8333,140.7667,69.8,12.66,2021-01-31 01:59:34
Terrasini,0,IT,1612058374,67,38.146,13.0844,62.6,27.63,2021-01-31 01:59:34
Skibbereen,75,IE,1612058374,93,51.55,-9.2667,41.0,12.66,2021-01-31 01:59:34
Villazón,14,BO,1612058374,55,-22.0866,-65.5942,56.59,10.22,2021-01-31 01:59:34
São Raimundo Nonato,91,BR,1612058375,92,-9.0153,-42.6994,69.06,4.59,2021-01-31 01:59:35
Ponta do Sol,22,PT,1612058375,74,32.6667,-17.1,57.99,5.01,2021-01-31 01:59:35
Kirakira,100,SB,1612058375,81,-10.4544,161.9205,82.56,14.79,2021-01-31 01:59:35
North Myrtle Beach,75,US,1612058375,57,33.816,-78.68,45.0,4.61,2021-01-31 01:59:35
Novoukrayinka,89,UA,1612058376,97,48.3264,31.5285,32.11,12.97,2021-01-31 01:59:36
Walvis Bay,1,NA,1612058376,77,-22.9575,14.5053,66.99,4.61,2021-01-31 01:59:36
Jiménez,1,MX,1612058104,35,28.3333,-105.4,57.2,10.36,2021-01-31 01:55:04
Camacupa,99,AO,1612058376,92,-12.0167,17.4833,61.57,4.09,2021-01-31 01:59:36
Santa Cruz del Norte,20,CU,1612058377,82,23.1539,-81.9236,68.0,6.91,2021-01-31 01:59:37
Raahe,90,FI,1612058377,86,64.6833,24.4833,17.6,3.44,2021-01-31 01:59:37
Foso,43,GH,1612058377,95,5.7012,-1.2866,75.06,2.17,2021-01-31 01:59:37
Lacolle,6,CA,1612058377,84,45.0834,-73.3659,1.99,2.3,2021-01-31 01:59:37
Teguise,40,ES,1612058378,82,29.0605,-13.564,64.4,18.41,2021-01-31 01:59:38
Władysławowo,75,PL,1612058339,80,54.7909,18.4009,30.99,9.22,2021-01-31 01:58:59
Sovetskiy,100,RU,1612058378,93,61.3614,63.5842,-2.51,3.18,2021-01-31 01:59:38
Timizart,99,DZ,1612058378,77,36.8,4.2667,51.69,12.55,2021-01-31 01:59:38
Bethalto,90,US,1612058379,100,38.9092,-90.0407,39.99,14.97,2021-01-31 01:59:39
Boende,85,CD,1612058379,97,-0.2167,20.8667,70.03,2.35,2021-01-31 01:59:39
Pozo Colorado,100,PY,1612058379,57,-23.4923,-58.7972,86.63,7.63,2021-01-31 01:59:39
Djibo,0,BF,1612058379,22,14.1022,-1.6306,68.54,8.77,2021-01-31 01:59:39
Magdug,99,PH,1612058379,76,6.5476,126.0951,79.72,9.84,2021-01-31 01:59:39
Punta de Piedra,98,VE,1612058380,59,7.6176,-71.4916,75.76,2.39,2021-01-31 01:59:40
Makakilo City,40,US,1612058211,54,21.3469,-158.0858,82.4,8.05,2021-01-31 01:56:51
Lüderitz,0,NA,1612058380,65,-26.6481,15.1594,64.49,18.01,2021-01-31 01:59:40
Isangel,75,VU,1612058380,74,-19.55,169.2667,84.2,11.5,2021-01-31 01:59:40
Adeje,20,ES,1612058380,72,28.1227,-16.726,64.4,11.5,2021-01-31 01:59:40
Haines Junction,99,CA,1612058381,77,60.7522,-137.5108,-7.6,1.01,2021-01-31 01:59:41
Tamiahua,89,MX,1612058381,92,21.2667,-97.45,71.11,5.97,2021-01-31 01:59:41
Kavaratti,25,IN,1612058381,70,10.5669,72.642,81.01,9.55,2021-01-31 01:59:41
Leshukonskoye,93,RU,1612058382,97,64.8989,45.7622,18.01,5.14,2021-01-31 01:59:42
Ust-Kuyga,59,RU,1612058382,81,70.0167,135.6,-33.36,4.16,2021-01-31 01:59:42
Humberto de Campos,100,BR,1612058382,86,-2.5983,-43.4611,77.67,5.1,2021-01-31 01:59:42
Newcastle,75,AU,1612058382,78,-32.9272,151.7765,78.8,17.27,2021-01-31 01:59:42
Wetaskiwin,43,CA,1612058382,78,52.9668,-113.3687,12.99,9.22,2021-01-31 01:59:42
Ranau,20,MY,1612058383,83,5.9538,116.6641,80.6,3.44,2021-01-31 01:59:43
Tuni,66,IN,1612058383,80,17.35,82.55,72.84,4.29,2021-01-31 01:59:43
Hasaki,20,JP,1612058383,40,35.7333,140.8333,48.2,11.5,2021-01-31 01:59:43
Saint George,1,US,1612058383,53,37.1041,-113.5841,48.2,2.59,2021-01-31 01:59:43
Najrān,0,SA,1612058384,30,17.4924,44.1277,57.2,1.99,2021-01-31 01:59:44
Bouca,8,CF,1612058384,33,6.5105,18.2733,68.59,1.34,2021-01-31 01:59:44
Kalbay,20,PH,1612058384,58,5.7233,125.4986,84.2,13.8,2021-01-31 01:59:44
Grenfell,26,AU,1612058384,35,-33.9,148.1667,86.05,7.09,2021-01-31 01:59:44
College,90,US,1612058385,77,64.8569,-147.8028,-4.0,0.72,2021-01-31 01:59:45
Aklavik,100,CA,1612058385,75,68.2191,-135.0107,-29.2,2.3,2021-01-31 01:59:45
Yar-Sale,100,RU,1612058385,87,66.8333,70.8333,-17.63,17.36,2021-01-31 01:59:45
Nago,20,JP,1612058385,72,26.5881,127.9761,62.6,6.91,2021-01-31 01:59:45
Upington,0,ZA,1612058386,30,-28.4478,21.2561,66.2,4.61,2021-01-31 01:59:46
Praia,0,CV,1612058386,56,14.9215,-23.5087,73.4,17.27,2021-01-31 01:59:46
Souillac,40,MU,1612058386,83,-20.5167,57.5167,78.8,6.91,2021-01-31 01:59:46
Tamasopo,0,MX,1612058386,96,21.9333,-99.4833,57.58,1.41,2021-01-31 01:59:46
Leningradskiy,0,RU,1612058386,82,69.3833,178.4167,-27.11,4.34,2021-01-31 01:59:46
San Policarpo,100,PH,1612058387,74,12.1791,125.5072,80.53,20.24,2021-01-31 01:59:47
Itarema,100,BR,1612058387,83,-2.9248,-39.9167,78.85,10.36,2021-01-31 01:59:47
Hobyo,49,SO,1612058387,78,5.3505,48.5268,74.57,13.49,2021-01-31 01:59:47
Tuy Hoa,99,VN,1612058387,85,13.0833,109.3,73.26,8.05,2021-01-31 01:59:47
Norman Wells,75,CA,1612058387,75,65.282,-126.8329,-31.0,4.09,2021-01-31 01:59:47
Rawson,44,AR,1612058388,59,-43.3002,-65.1023,60.89,14.58,2021-01-31 01:59:48
Lompoc,1,US,1612058388,76,34.6391,-120.4579,53.6,4.61,2021-01-31 01:59:48
Iglesias,40,IT,1612058388,88,39.3114,8.535,57.2,6.91,2021-01-31 01:59:48
Dvinskoy Bereznik,88,RU,1612058388,97,62.8551,42.7072,19.29,7.2,2021-01-31 01:59:48
Metro,67,ID,1612058388,78,-5.1131,105.3067,79.9,14.61,2021-01-31 01:59:48
Gazojak,77,TM,1612058389,60,41.1875,61.4036,41.68,10.0,2021-01-31 01:59:49
Vysokogornyy,100,RU,1612058389,85,50.1167,139.15,-10.26,7.54,2021-01-31 01:59:49
Salinópolis,100,BR,1612058389,86,-0.6136,-47.3561,79.47,10.69,2021-01-31 01:59:49
Airai,100,TL,1612058389,100,-8.9266,125.4092,63.73,6.11,2021-01-31 01:59:49
Srednekolymsk,100,RU,1612058389,84,67.45,153.6833,-32.06,4.05,2021-01-31 01:59:49
Payson,40,US,1612058390,56,40.0444,-111.7321,37.4,3.11,2021-01-31 01:59:50
Akureyri,90,IS,1612058390,79,65.6835,-18.0878,14.0,4.61,2021-01-31 01:59:50
Taraz,90,KZ,1612058390,41,42.9,71.3667,39.2,8.95,2021-01-31 01:59:50
Byron Bay,90,AU,1612058391,69,-28.65,153.6167,80.6,12.66,2021-01-31 01:59:51
Ust'-Omchug,85,RU,1612058391,80,61.15,149.6333,-26.46,10.67,2021-01-31 01:59:51
Mirny,100,RU,1612058391,82,62.5353,113.9611,-30.03,6.26,2021-01-31 01:59:51
Pisco,0,PE,1612058287,73,-13.7,-76.2167,71.6,13.8,2021-01-31 01:58:07
Bathsheba,75,BB,1612058392,73,13.2167,-59.5167,78.8,19.57,2021-01-31 01:59:52
Vardø,100,NO,1612058392,95,70.3705,31.1107,25.36,18.68,2021-01-31 01:59:52
Takoradze,48,GH,1612058392,89,4.8845,-1.7554,78.71,7.16,2021-01-31 01:59:52
Jacareacanga,100,BR,1612058102,90,-6.2222,-57.7528,74.16,1.54,2021-01-31 01:55:02
Vao,100,NC,1612058393,78,-22.6667,167.4833,76.21,22.44,2021-01-31 01:59:53
Bandarbeyla,99,SO,1612058393,72,9.4942,50.8122,73.6,15.84,2021-01-31 01:59:53
Saint-Philippe,0,RE,1612058393,65,-21.3585,55.7679,78.8,3.44,2021-01-31 01:59:53
Nanortalik,100,GL,1612058393,90,60.1432,-45.2371,28.74,10.87,2021-01-31 01:59:53
Tongliao,94,CN,1612058394,92,43.6125,122.2653,4.3,6.73,2021-01-31 01:59:54
Moerai,53,PF,1612058394,68,-22.4333,-151.3333,80.56,10.2,2021-01-31 01:59:54
Huanren,2,CN,1612058394,84,41.2647,125.3667,21.38,5.28,2021-01-31 01:59:54
Abū Zabad,0,SD,1612058394,27,12.35,29.25,61.81,13.42,2021-01-31 01:59:54
Chui,100,UY,1612058394,93,-33.6971,-53.4616,68.83,13.33,2021-01-31 01:59:54
Esperance,0,AU,1612058395,49,-33.8667,121.9,73.4,10.36,2021-01-31 01:59:55
Hualmay,78,PE,1612058395,77,-11.0964,-77.6139,71.17,8.72,2021-01-31 01:59:55
Beringovskiy,100,RU,1612058395,94,63.05,179.3167,6.33,30.67,2021-01-31 01:59:55
Constantine,75,DZ,1612058395,76,36.365,6.6147,51.8,17.27,2021-01-31 01:59:55
Pedernales,12,DO,1612058395,67,18.0384,-71.744,75.61,3.18,2021-01-31 01:59:55
Udachny,100,RU,1612058396,81,66.4167,112.4,-31.22,9.24,2021-01-31 01:59:56
Sosenskiy,100,RU,1612058396,93,54.059,35.9623,23.0,4.47,2021-01-31 01:59:56
Santiago del Estero,99,AR,1612058353,77,-27.7951,-64.2615,71.31,10.11,2021-01-31 01:59:13
San Carlos,35,VE,1612058209,68,9.6612,-68.5827,75.7,4.43,2021-01-31 01:56:49
Nokaneng,100,BW,1612058396,89,-19.6667,22.2667,70.0,5.39,2021-01-31 01:59:56
Korgen,80,NO,1612058397,80,66.0771,13.8153,3.99,4.0,2021-01-31 01:59:57
Katobu,100,ID,1612058397,79,-4.9408,122.5276,81.72,6.29,2021-01-31 01:59:57
Chato,53,TZ,1612058397,88,-2.6378,31.7669,64.85,2.95,2021-01-31 01:59:57
Meulaboh,66,ID,1612058398,75,4.1363,96.1285,78.91,3.24,2021-01-31 01:59:58
Coquimbo,90,CL,1612058398,94,-29.9533,-71.3436,64.4,4.61,2021-01-31 01:59:58
Liberal,1,US,1612058398,53,37.0431,-100.921,46.4,21.85,2021-01-31 01:59:58
Laas,100,IT,1612058398,90,46.6166,10.7002,37.0,3.89,2021-01-31 01:59:58
Cesvaine,100,LV,1612058399,98,56.9667,26.3167,22.71,3.65,2021-01-31 01:59:59
Lodja,100,CD,1612058399,97,-3.4833,23.4333,68.65,1.74,2021-01-31 01:59:59
Crotone,100,IT,1612058157,62,39.0851,17.1178,55.0,4.0,2021-01-31 01:55:57
Mossendjo,100,CG,1612058399,98,-2.9506,12.7261,68.07,1.45,2021-01-31 01:59:59
Metu,11,ET,1612058400,68,8.3,35.5833,58.06,2.26,2021-01-31 02:00:00
Susanville,75,US,1612058400,80,40.4163,-120.653,32.0,4.61,2021-01-31 02:00:00
Yaring,75,TH,1612058400,83,6.8662,101.3689,77.0,4.61,2021-01-31 02:00:00
São José da Coroa Grande,100,BR,1612058400,82,-8.8978,-35.1478,77.85,8.88,2021-01-31 02:00:00
Caucaia,20,BR,1612058401,83,-3.7361,-38.6531,81.0,10.36,2021-01-31 02:00:01
Vanimo,100,PG,1612058401,65,-2.6741,141.3028,85.68,9.04,2021-01-31 02:00:01
Hithadhoo,14,MV,1612058402,79,-0.6,73.0833,81.68,14.0,2021-01-31 02:00:02
Tupik,62,RU,1612058402,80,54.4253,119.9327,-28.88,1.57,2021-01-31 02:00:02
Marsh Harbour,100,BS,1612058403,60,26.5412,-77.0636,66.94,13.09,2021-01-31 02:00:03
Iqaluit,1,CA,1612058358,71,63.7506,-68.5145,-7.01,18.41,2021-01-31 01:59:18
Nome,1,US,1612058404,71,64.5011,-165.4064,-5.8,5.75,2021-01-31 02:00:04
Hervey Bay,0,AU,1612058405,51,-25.2986,152.8535,88.0,14.97,2021-01-31 02:00:05
Rumboci,75,BA,1612058406,100,43.8322,17.5011,44.6,3.44,2021-01-31 02:00:06
Ayan,100,RU,1612058407,82,56.45,138.1667,-5.91,7.43,2021-01-31 02:00:07
Gairo,0,IT,1612058408,55,39.8497,9.5047,60.8,18.41,2021-01-31 02:00:08
Barie,99,FR,1612058408,96,44.5725,-0.1104,50.0,8.01,2021-01-31 02:00:08
Santa Rosa,40,PH,1612058126,61,14.3122,121.1114,82.0,2.3,2021-01-31 01:55:26
Divnogorsk,0,RU,1612058177,74,55.9594,92.3619,-40.0,2.48,2021-01-31 01:56:17
Touros,20,BR,1612058409,88,-5.1989,-35.4608,77.0,3.44,2021-01-31 02:00:09
Watsa,92,CD,1612058348,39,3.0372,29.5355,71.26,2.44,2021-01-31 01:59:08
Pangnirtung,89,CA,1612058410,76,66.1451,-65.7125,-6.79,3.0,2021-01-31 02:00:10
Vanavara,27,RU,1612058411,79,60.34,102.2797,-41.08,2.82,2021-01-31 02:00:11
Kibiti,100,TZ,1612058412,99,-7.7218,38.9375,72.52,4.09,2021-01-31 02:00:12
Arrondissement de Riom,90,FR,1612058412,76,45.9167,2.9167,44.6,8.05,2021-01-31 02:00:12
Itārsi,0,IN,1612058413,45,22.6167,77.75,47.03,4.61,2021-01-31 02:00:13
Fenoarivo,40,MG,1612058413,94,-18.933,47.4354,64.4,2.3,2021-01-31 02:00:13
Narsaq,75,GL,1612058414,30,60.9167,-46.05,39.2,28.77,2021-01-31 02:00:14
Zhangaözen,79,KZ,1612058415,88,43.3,52.8,35.87,8.95,2021-01-31 02:00:15
Viedma,64,AR,1612058415,64,-40.8135,-62.9967,59.0,8.9,2021-01-31 02:00:15
Tombouctou,0,ML,1612058416,22,20.0,-3.0,64.29,9.51,2021-01-31 02:00:16
Port Blair,28,IN,1612058416,71,11.6667,92.75,81.86,9.66,2021-01-31 02:00:16
Dosso,51,NE,1612058417,21,13.049,3.1937,68.4,9.48,2021-01-31 02:00:17
